"AED모델명","우편번호(앞자리)","우편번호(뒤자리)","관리책임자명","관리자연락처","설치기관주소","설치기관전화번호","설치위치","제조사","설치기관명","경도","위도"
"Corpuls3 Slim","045","64","최인혜","02-2260-7036","서울특별시 중구 을지로 245 국립중앙의료원 (을지로6가)","02-2276-2100","음압구급차","GS Elektromed","국립중앙의료원","127.0054846019","37.5677264605"
"Heart On A15-G4","045","60","전봉호","02-6740-0123","서울특별시 중구 동호로 330 씨제이제일제당센터 (쌍림동)","02-6740-0123","씨제이부속의원 운용 구급차(71더 2867)","(주)메디아나","씨제이부속의원","127.0032531993","37.5639736242"
"Heart On A15-G4","045","97","정의원","010-4446-3874","서울특별시 중구 다산로 78 송도병원 (신당동)","02-2231-0900","서울송도병원에서 운용 중인 구급차","메디아나","서울송도병원","127.0083817053","37.5511665956"
"HeartOn A15-G4","073","98","센터장(김종선)","02-2650-1510","서울특별시 영등포구 신풍로 1","02-2650-1530","1층 로비","메디아나","영등포제1스포츠센터","126.9063050346","37.5005420689"
"HeartOn A15-G4","072","60","담당자(홍성무)","010-8954-7696","서울특별시 영등포구 당산로 123 영등포구청","02-2670-4816","영등포구청 본관 1층 로비","메디아나","영등포구청","126.8963671305","37.5259631570"
"Heart On A15-G4","072","60","문안나","010-8954-7696","서울특별시 영등포구 당산로 123 영등포구보건소","02-2670-4816","보건소 1층 안내데스크 옆","메다아나","영등포구보건소","126.8963671305","37.5259631570"
"HR-501","034","33","강선미","02-3156-3312","서울특별시 은평구 갈현로7길 49 서울서북병원 (역촌동)","0231563312","구급차(78노 7188) 내부","(주)라디안큐바이오","서울특별시서북병원","126.9056642354","37.6043567763"
"HR-501","034","33","강선미","02-3156-3312","서울특별시 은평구 갈현로7길 49 서울서북병원 (역촌동)","0231563312","구급차(70노7400) 내부","(주) 라디안 큐바이오","서울특별시서북병원","126.9056642354","37.6043567763"
"HR-501","012","15","정은선","010-2073-7747","서울특별시 강북구 도봉로 74 햇빛병원 (미아동)","02-983-7771","구급차 내부","라디안","햇빛병원","127.0302852860","37.6157674743"
"A10-G4","060","68","박춘곤","010-7410-0888","서울특별시 강남구 학동로 445 우리들병원 (청담동)","02-513-8227","일반 구급차 내부(77더 5402)","메디아나","우리들병원","127.0496091036","37.5190925610"
"HeartOn A15-G4","053","56","위성민","02-6925-1438","서울특별시 강동구 천호대로 1165 (길동)","02-6925-1438","일반 구급차(77어3231)","(주)메디아나","달려라병원","127.1409284730","37.5340814833"
"A15-G4","062","26","이상용","010-9970-6829","서울특별시 강남구 언주로 327 아폴로빌딩 (역삼동)","1899-3210","3층 영상의학과 안","메디아나","안강병원","127.0449781784","37.4970871925"
"A15-G4","060","48","한현정","02-1688-9797","서울특별시 강남구 언주로 731 나누리병원 (논현동)","0216889797","일반 구급차 내부(73소 2267)","메디아나","나누리병원","127.0339792900","37.5203066071"
"HeartOn A15-G4","053","05","이수동","010-2545-1339","서울특별시 강동구 구천면로62길 9 (천호동)","02-426-1339","강동우리들요양병원 위탁 구급차(71로8470)","(주)메디아나","(주)제일응급환자이송단","127.1395740216","37.5501447503"
"HeartStart HS1","055","00","김영주","02-2240-8772","서울특별시 송파구 올림픽로 25 서울종합운동장 주경기장 (잠실동)","2240-8772","주경기장 본부석 하단","Philips Medical Systems","잠실종합운동장주경기장","127.0732749797","37.5158879053"
"HeartPro NT-280","025","66","신승국","010-9991-9918","서울특별시 동대문구 고산자로 421 (용두동)","02-965-2800","구급차 실내","나눔테크","서울명병원(구급차)","127.0379219312","37.5773865518"
"Heart On A15-G4","074","28","박도영","010-7310-3066","서울특별시 영등포구 디지털로 441 영등포구보건소 분소","02-2670-4861","보건분소 1층 민원실 출입구","메디아나","영등포구보건소분소","126.9058419810","37.4954572331"
"Heart On A15-G4","072","60","문안나","010-8954-7696","서울특별시 영등포구 당산로 123 영등포구보건소","02-2670-4816","일반구급차 내","메디아나","영등포구보건소","126.8963671305","37.5259631570"
"Corpuls3 Slim","083","08","김맑음","010-***-****","서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동)","02-2626-1557","감염구급차 내","GS Elektromedi","고려대학교 구로병원","126.8846377475","37.4911796417"
"HeartSaver-A","025","94","주재욱","02-2238-8448","서울특별시 동대문구 서울시립대로 50 주정형외과의원 (전농동)","02-2238-8448","구급차 내부","(주)나눔테크","주정형외과의원","127.0476210342","37.5756385323"
"DFM100","083","08","김맑음","010-***-****","서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동)","02-2626-1557","재난구급차 내","필립스","고려대학교 구로병원","126.8846377475","37.4911796417"
"i-PAD NF1200","082","89","김기욱","010-9189-1755","서울특별시 구로구 새말로 94 (구로동)","02-855-9911","구급차 내","CU medical system","아름제일여성병원","126.8904984311","37.5054702180"
"heartkeeper자동심장충격기","037","07","김현구","010-9273-1267","서울특별시 서대문구 성산로 335 강북연세요양병원 (연희동)","02-335-2277","구급차 내","나눔테크","강북연세요양병원","126.9276527852","37.5661179473"
"i-PAD NFK200","087","70","오형란","02-839-8302","서울특별시 관악구 문성로 79 서울미성초등학교 (신림동)","02-839-8302","중앙현관","씨유메디칼시스템","서울미성초등학교","126.9123922739","37.4783399695"
"SB-212VK","083","59","이화정","010-2751-7947","서울특별시 구로구 연동로 320 성공회대학교 (항동)","02-2612-6413","보건실 내","일본광전","성베드로학교","126.8258089757","37.4866827967"
"G5","083","07","김용호","02-2626-2141","서울특별시 구로구 가마산로 226 치과센터 1층로비 1층 (구로동)","0226262149","치과센터 1층 로비","카디악사이언스","고대구로병원","126.8861271819","37.4935671330"
"Powerheat G5","083","08","김용호","02-2626-2141","서울특별시 구로구 구로동로 148 고려대부속구로병원 (구로동)","0226262149","신관 지하2층 직원식당앞 복도","카디악사이언스","고대구로병원","126.8846377475","37.4911796417"
"CU-SP1 plus","048","02","안태수","02-460-4245","서울특별시 성동구 광나루로 297 성동세무서 1층 (송정동)","02-460-4200","1층 안내실 옆","씨유메디칼시스템","성동세무서","127.0628189629","37.5485029595"
"CU-SP1 PLUS","055","06","김준상","02-2055-9246","서울특별시 송파구 강동대로 62 잠실송파세무서 (풍납동)","02-2055-9243","1층 로비","(주)씨유메디칼시스템","잠실세무서","127.1140706538","37.5263828642"
"HR-501","083","67","최창훈","010-2083-0200","서울특별시 구로구 금오로 867 (천왕동)","02-2083-0375","1층 의료과","라디안큐바이오","서울남부교도소","126.8372096452","37.4771489115"
"HeartPlus NT-180","088","50","화경숙","02-2081-2643","서울특별시 관악구 난우16길 37 미성체육관 (신림동)","2081-2643","체육관내","나눔테크","미성체육관","126.9193609393","37.4778617197"
"CU-SP1 Pius","087","73","최상혁","02-2173-4246","서울특별시 관악구 문성로 187 관악세무서 (신림동)","2173-4200","1층 로비","씨유메디칼시스템","관악세무서","126.9243277065","37.4793379748"
"HeartPlus NT-180","045","57","라은주","02-6110-4231","서울특별시 중구 퇴계로 지하 199 충무로역 34호선 (필동2가)","02-6110-4231","지하4층 환승통로환승E/S 아래쪽","나눔테크","34호선 충무로역","126.9941100077","37.5611731347"
"HR-501","083","67","최창훈","010-2083-0200","서울특별시 구로구 금오로 867 서울남부교도소 (천왕동)","02-2083-0375","3층 인공신장실","라디안큐바이오","서울남부교도소","126.8372096452","37.4771489115"
"HR-503(KT)","046","27","이주경","02-2260-9246","서울특별시 중구 퇴계로 170(남학동)","02-2260-9245","서울시 중구 퇴계로 170 중부세무서","(주)라디안큐바이오","중부세무서","126.9907276167","37.5607402589"
"HeartOn A15-G4","065","73","이용욱","02-590-4594","서울특별시 서초구 방배로 163 (방배동)","02-590-4594","반포세무서 1층 로비","메디아나","반포세무서","126.9928798834","37.4880252803"
"sam5009","031","88","박선영","010-4013-5878","서울특별시 종로구 종로 38 서울글로벌센터 (서린동)","02-6975-3026","사무실내 응급피티 수납장","heartsine","세계은행그룹서울사무소","126.9814806013","37.5698231937"
"NFK200","025","08","이학건","02-2212-8502","서울특별시 동대문구 전농로16길 97 배봉산 숲속 도서관 (전농동)","02-2127-4321","2층 숲속도서관 출입문 옆","씨유메디칼시스템","배봉산숲속도서관","127.0627350883","37.5784431104"
"HeartOn A15-G4","085","98","조영준","02-892-1651","서울특별시 금천구 한내로 69-15 (독산동 주공13단지아파트)","02-892-1651","제3초소","메디아나","독산주공13단지아파트","126.8865496196","37.4573879570"
"HeartOn A15-G4","085","98","조영준","02-892-1651","서울특별시 금천구 한내로 69-15 (독산동 주공13단지아파트)","02-892-1651","참새경로당(한내로 55)","메디아나","독산주공13단지아파트","126.8865496196","37.4573879570"
"HeartPlus NT-180","046","32","박만진","02-6401-8522","서울특별시 중구 퇴계로 72 (회현동1가 리더스뷰남산)","02-6401-8522","2층 생활지원센터 입구","나눔테크","남산SK리더스뷰아파트","126.9806038492","37.5591253443"
"G5A-19P0","039","37","유태건","02-3153-9130","서울특별시 마포구 월드컵로 212 마포구보건소 (성산동)","0231539130","보건소특수구급차(70가8303)","Cardiac Science Corporation","마포구보건소","126.9016156689","37.5663128370"
"i-PAD CU-SP1 PLUS","034","60","강성률","02-2132-9245","서울특별시 은평구 서오릉로 7 은평세무서 (응암동)","02-2132-9200","1층 로비","씨유메디칼시스템","은평세무서","126.9263547674","37.6018207078"
"HeartPlus NT-180","088","25","황제원","828-5816","서울특별시 관악구 신림로3길 35 관악문화관도서관 (신림동)","885-5975","관악아트홀 로비","나눔테크","관악문화재단","126.9448709116","37.4675976516"
"NFK-200","087","23","김지현","885-1985","서울특별시 관악구 성현로 117 서울봉현초등학교 (봉천동)","02-885-1985","보건실 앞 복도","(주)씨유메디칼시스템","서울봉현초등학교","126.9555874303","37.4912406823"
"HeartOn A15-G4","072","56","송영섭","02-3667-4875","서울특별시 영등포구 당산로31길 32 (당산동3가 당산동쌍용예가클래식)","02-3667-4875","노인정 앞","메디아나","당산쌍용예가클래식아파트","126.8932461548","37.5276954360"
"I-PAD CU-SP1","017","95","김정은","02-6395-3707","서울특별시 노원구 화랑로 815 삼육고등학교 (공릉동)","02-6395-3707","여학생 기숙사 3층 정수기 좌측","씨유메디칼시스템","한국삼육고등학교","127.1088503431","37.6433573690"
"I-PAD CU-SP1","017","95","한혜은","02-6395-3707","서울특별시 노원구 화랑로 815 삼육고등학교 (공릉동)","02-6395-3707","남학생 기숙사 3층 정수기 우측","씨유메디칼시스템","한국삼육고등학교","127.1088503431","37.6433573690"
"Heart on A10","018","51","장영숙","02-974-8290","서울특별시 노원구 동일로 1127 (공릉동 공릉1단지아파트)","029748290","관리소","나눔테크","공릉1단지아파트","127.0698547843","37.6295896681"
"CU-SP1 PLUS","073","63","도기원","02-2630-7200","서울특별시 영등포구 경인로 778 구로세무서 (문래동1가)","02-2630-7611","구로세무서 1층 로비","씨유메디칼시스템","구로세무서","126.8994697316","37.5136195784"
"HR-501B","026","05","정한복","010-6290-0312","서울특별시 동대문구 전농로 29 천주교 답십리성당 (답십리동)","02-2216-0961","1층 홀 중앙기둥","라디안큐바이오","천주교답십리성당","127.0564973824","37.5675870202"
"HR-501B","025","48","한승호","010-2276-0521","서울특별시 동대문구 사가정로9길 25 천주교 전농동 성당 (전농동)","02-2241-7841","성당 1층 로비","라디안큐바이오","천주교전농동성당","127.0551828444","37.5776548185"
"i-PAD MC100","041","42","정민주","02-3153-6543","서울특별시 마포구 마포대로7길 18 아현동주민센터 (공덕동)","0231536543","찾아가는 동주민센터 차량 내부","씨유메디칼시스템","아현동주민센터","126.9521571081","37.5471069419"
"HR-501","026","16","김원식","010-3766-7792","서울특별시 동대문구 답십리로56길 105 (답십리동 답십리 파크자이)","02-6949-5236","관리사무실 내","(주)라디안큐바이오","답십리파크자이 아파트","127.0584568896","37.5677901417"
"HeartPlus NT-180","039","00","이경원","02-3780-0899","서울특별시 마포구 한강난지로 162 한강공원 난지안내센터 (상암동)","02-3151-0256","난지한강공원 물놀이장 안내센터","나눔테크","난지한강공원물놀이장(한강사업본부)","126.8854228605","37.5628372373"
